Posting Date;Plant;Material;Quantity
11/07/2024;loc25;10010101;72,800
11/07/2024;loc26;10010101;288,100
11/07/2024;loc27;10010101;-9.360,000
11/07/2024;loc27;10010101;400,000
11/07/2024;loc27;10010101;18.250,000
11/07/2024;loc27;10010101;5.300,000
11/07/2024;loc28;10010101;272,600
12/07/2024;loc01;10010101;191,200
12/07/2024;loc02;10010101;170,400
12/07/2024;loc02;10010101;20,000
12/07/2024;loc03;10010101;421,200
12/07/2024;loc03;10010101;405,200
12/07/2024;loc29;10010101;158,400
12/07/2024;loc29;10010101;127,400
12/07/2024;loc04;10010101;2,000
12/07/2024;loc04;10010101;23,800
12/07/2024;loc05;10010101;514,400
12/07/2024;loc06;10010101;2,000
12/07/2024;loc06;10010101;636,300
12/07/2024;loc07;10010101;210,400
12/07/2024;loc08;10010101;362,000
12/07/2024;loc08;10010101;277,000
12/07/2024;loc30;10010101;-2,300
12/07/2024;loc30;10010101;1.634,900
12/07/2024;loc30;10010101;120,000
12/07/2024;loc09;10010101;-3,000
12/07/2024;loc09;10010101;868,000
12/07/2024;loc09;10010101;398,200
12/07/2024;loc10;10010101;2.528,400
12/07/2024;loc11;10010101;300,100
12/07/2024;loc11;10010101;264,200
12/07/2024;loc12;10010101;1.054,300
12/07/2024;loc13;10010101;-0,800
12/07/2024;loc13;10010101;213,800
12/07/2024;loc13;10010101;191,000
12/07/2024;loc14;10010101;217,600
12/07/2024;loc15;10010101;143,900
12/07/2024;loc31;10010101;117,400
12/07/2024;loc31;10010101;120,000
12/07/2024;loc31;10010101;111,000
12/07/2024;loc31;10010101;80,000
12/07/2024;loc16;10010101;100,000
12/07/2024;loc16;10010101;277,300
12/07/2024;loc16;10010101;103,200
12/07/2024;loc17;10010101;0,200
12/07/2024;loc17;10010101;1.820,000
12/07/2024;loc17;10010101;5,200
12/07/2024;loc17;10010101;526,900
12/07/2024;loc18;10010101;237,400
12/07/2024;loc19;10010101;758,800
12/07/2024;loc19;10010101;633,400
12/07/2024;loc20;10010101;40,000
12/07/2024;loc20;10010101;550,800
12/07/2024;loc20;10010101;610,500
12/07/2024;loc20;10010101;467,200
12/07/2024;loc20;10010101;225,000
12/07/2024;loc20;10010101;1.122,000
12/07/2024;loc20;10010101;0,200
12/07/2024;loc20;10010101;61,000
12/07/2024;loc20;10010101;453,700
12/07/2024;loc21;10010101;908,100
12/07/2024;loc22;10010101;60,000
12/07/2024;loc22;10010101;432,100
12/07/2024;loc23;10010101;525,000
12/07/2024;loc33;10010101;1.489,700
12/07/2024;loc24;10010101;107,700
12/07/2024;loc25;10010101;54,400
12/07/2024;loc26;10010101;100,000
12/07/2024;loc26;10010101;131,800
12/07/2024;loc27;10010101;30.360,000
12/07/2024;loc27;10010101;-350,000
12/07/2024;loc28;10010101;424,200
13/07/2024;loc30;10010101;-0,800
13/07/2024;loc31;10010101;96,400
13/07/2024;loc19;10010101;489,500
13/07/2024;loc19;10010101;332,500
13/07/2024;loc32;10010101;2.864,400
13/07/2024;loc32;10010101;1.419,900
13/07/2024;loc32;10010101;2.209,500
13/07/2024;loc32;10010101;2.055,100
13/07/2024;loc32;10010101;1.843,700
13/07/2024;loc27;10010101;17.520,000
14/07/2024;loc27;10010101;51.370,000
15/07/2024;loc01;10010101;188,000
15/07/2024;loc01;10010101;140,000
15/07/2024;loc02;10010101;139,100
15/07/2024;loc02;10010101;311,700
15/07/2024;loc02;10010101;33,000
15/07/2024;loc03;10010101;1.343,100
15/07/2024;loc03;10010101;1.207,000
15/07/2024;loc29;10010101;118,400
15/07/2024;loc04;10010101;166,800
15/07/2024;loc04;10010101;21,000
15/07/2024;loc04;10010101;32,000
15/07/2024;loc05;10010101;944,300
15/07/2024;loc06;10010101;428,000
15/07/2024;loc07;10010101;132,600
15/07/2024;loc08;10010101;394,700
15/07/2024;loc08;10010101;271,400
15/07/2024;loc30;10010101;3.933,400
15/07/2024;loc09;10010101;59,200
15/07/2024;loc09;10010101;959,500
15/07/2024;loc10;10010101;1.886,500
15/07/2024;loc10;10010101;78,300
15/07/2024;loc11;10010101;236,500
15/07/2024;loc11;10010101;-1,800
15/07/2024;loc12;10010101;2.219,400
15/07/2024;loc13;10010101;223,200
15/07/2024;loc13;10010101;235,000
15/07/2024;loc14;10010101;222,300
15/07/2024;loc15;10010101;77,800
15/07/2024;loc16;10010101;674,300
15/07/2024;loc16;10010101;600,000
15/07/2024;loc17;10010101;750,000
15/07/2024;loc17;10010101;842,800
15/07/2024;loc17;10010101;1.860,000
15/07/2024;loc18;10010101;273,800
15/07/2024;loc19;10010101;492,600
15/07/2024;loc19;10010101;881,800
15/07/2024;loc32;10010101;803,300
15/07/2024;loc32;10010101;1.331,600
15/07/2024;loc32;10010101;798,700
15/07/2024;loc32;10010101;849,600
15/07/2024;loc32;10010101;1.446,100
15/07/2024;loc32;10010101;860,300
15/07/2024;loc20;10010101;1.210,400
15/07/2024;loc20;10010101;1.634,600
15/07/2024;loc20;10010101;2.480,000
15/07/2024;loc20;10010101;90,000
15/07/2024;loc20;10010101;1.596,200
15/07/2024;loc21;10010101;688,500
15/07/2024;loc22;10010101;428,200
15/07/2024;loc22;10010101;21,800
15/07/2024;loc23;10010101;181,300
15/07/2024;loc24;10010101;625,100
15/07/2024;loc25;10010101;300,000
15/07/2024;loc26;10010101;234,000
15/07/2024;loc26;10010101;304,200
15/07/2024;loc27;10010101;-620,000
15/07/2024;loc27;10010101;49.850,000
15/07/2024;loc28;10010101;301,800
16/07/2024;loc01;10010101;154,200
16/07/2024;loc02;10010101;192,200
16/07/2024;loc02;10010101;145,000
16/07/2024;loc02;10010101;2.454,000
16/07/2024;loc03;10010101;730,100
16/07/2024;loc03;10010101;1.225,200
16/07/2024;loc29;10010101;111,700
16/07/2024;loc04;10010101;127,800
16/07/2024;loc04;10010101;0,800
16/07/2024;loc05;10010101;995,400
16/07/2024;loc06;10010101;500,200
16/07/2024;loc06;10010101;132,200
16/07/2024;loc07;10010101;41,900
16/07/2024;loc07;10010101;68,000
16/07/2024;loc08;10010101;303,500
16/07/2024;loc08;10010101;302,200
16/07/2024;loc30;10010101;-1,200
16/07/2024;loc30;10010101;4.458,700
16/07/2024;loc09;10010101;41,000
16/07/2024;loc09;10010101;1.023,200
16/07/2024;loc10;10010101;100,100
16/07/2024;loc10;10010101;3.141,100
16/07/2024;loc11;10010101;7,800
16/07/2024;loc11;10010101;310,400
16/07/2024;loc12;10010101;1.230,300
16/07/2024;loc13;10010101;195,500
16/07/2024;loc13;10010101;331,200
16/07/2024;loc14;10010101;166,400
16/07/2024;loc15;10010101;261,400
16/07/2024;loc31;10010101;135,500
16/07/2024;loc16;10010101;700,000
16/07/2024;loc16;10010101;649,200
16/07/2024;loc17;10010101;655,600
16/07/2024;loc17;10010101;1.040,000
16/07/2024;loc18;10010101;367,900
16/07/2024;loc19;10010101;591,100
16/07/2024;loc32;10010101;666,200
16/07/2024;loc32;10010101;479,700
16/07/2024;loc32;10010101;1.128,100
16/07/2024;loc32;10010101;666,800
16/07/2024;loc20;10010101;5,000
16/07/2024;loc20;10010101;1.257,000
16/07/2024;loc20;10010101;1.318,900
16/07/2024;loc20;10010101;1.088,600
16/07/2024;loc22;10010101;373,600
16/07/2024;loc23;10010101;227,300
16/07/2024;loc33;10010101;798,900
16/07/2024;loc24;10010101;478,600
16/07/2024;loc25;10010101;324,200
16/07/2024;loc26;10010101;363,700
16/07/2024;loc27;10010101;320,000
16/07/2024;loc27;10010101;-330,000
16/07/2024;loc27;10010101;10,000
16/07/2024;loc27;10010101;30.660,000
16/07/2024;loc27;10010101;-20,000
16/07/2024;loc28;10010101;631,800
17/07/2024;loc02;10010101;42,700
17/07/2024;loc02;10010101;300,300
17/07/2024;loc03;10010101;550,800
17/07/2024;loc03;10010101;752,600
17/07/2024;loc29;10010101;189,600
17/07/2024;loc04;10010101;139,200
17/07/2024;loc05;10010101;184,200
17/07/2024;loc05;10010101;523,800
17/07/2024;loc07;10010101;8,400
17/07/2024;loc07;10010101;487,600
17/07/2024;loc08;10010101;250,300
17/07/2024;loc08;10010101;242,800
17/07/2024;loc30;10010101;-1,200
17/07/2024;loc30;10010101;3.215,300
17/07/2024;loc30;10010101;0,200
17/07/2024;loc09;10010101;16,600
17/07/2024;loc09;10010101;1.374,300
17/07/2024;loc10;10010101;4.831,600
17/07/2024;loc11;10010101;378,000
17/07/2024;loc12;10010101;736,600
17/07/2024;loc13;10010101;260,400
17/07/2024;loc14;10010101;188,600
17/07/2024;loc15;10010101;262,700
17/07/2024;loc31;10010101;192,600
17/07/2024;loc16;10010101;619,300
17/07/2024;loc17;10010101;70,000
17/07/2024;loc17;10010101;837,000
17/07/2024;loc18;10010101;332,700
17/07/2024;loc19;10010101;720,700
17/07/2024;loc19;10010101;757,600
17/07/2024;loc32;10010101;778,600
17/07/2024;loc32;10010101;722,400
17/07/2024;loc32;10010101;584,100
17/07/2024;loc32;10010101;770,300
17/07/2024;loc32;10010101;693,500
17/07/2024;loc32;10010101;808,600
17/07/2024;loc32;10010101;0,400
17/07/2024;loc32;10010101;982,900
17/07/2024;loc32;10010101;882,700
17/07/2024;loc20;10010101;20,000
17/07/2024;loc20;10010101;11,200
17/07/2024;loc20;10010101;410,000
17/07/2024;loc20;10010101;1.224,700
17/07/2024;loc20;10010101;670,000
17/07/2024;loc20;10010101;210,000
17/07/2024;loc20;10010101;40,000
17/07/2024;loc20;10010101;1.308,100
17/07/2024;loc21;10010101;1.156,800
17/07/2024;loc21;10010101;200,200
17/07/2024;loc22;10010101;3,600
17/07/2024;loc22;10010101;550,300
17/07/2024;loc23;10010101;253,100
17/07/2024;loc33;10010101;985,900
17/07/2024;loc33;10010101;1.770,000
17/07/2024;loc24;10010101;304,600
17/07/2024;loc25;10010101;272,000
17/07/2024;loc26;10010101;310,000
17/07/2024;loc26;10010101;80,000
17/07/2024;loc27;10010101;7.500,000
17/07/2024;loc27;10010101;1.100,000
17/07/2024;loc27;10010101;4.600,000
17/07/2024;loc27;10010101;2.700,000
17/07/2024;loc27;10010101;120,000
17/07/2024;loc27;10010101;7.600,000
17/07/2024;loc27;10010101;6.000,000
17/07/2024;loc28;10010101;58,200
18/07/2024;loc01;10010101;399,200
18/07/2024;loc02;10010101;727,800
18/07/2024;loc02;10010101;284,000
18/07/2024;loc03;10010101;1.140,100
18/07/2024;loc03;10010101;1.187,400
18/07/2024;loc29;10010101;173,600
18/07/2024;loc04;10010101;134,900
18/07/2024;loc05;10010101;897,600
18/07/2024;loc06;10010101;118,100
18/07/2024;loc06;10010101;149,400
18/07/2024;loc06;10010101;305,000
18/07/2024;loc07;10010101;127,000
18/07/2024;loc08;10010101;246,600
18/07/2024;loc08;10010101;311,400
18/07/2024;loc30;10010101;-1,700
18/07/2024;loc30;10010101;3.591,200
18/07/2024;loc09;10010101;5,000
18/07/2024;loc09;10010101;72,000
18/07/2024;loc09;10010101;1.088,000
18/07/2024;loc10;10010101;2.164,800
18/07/2024;loc11;10010101;535,700
18/07/2024;loc12;10010101;654,400
18/07/2024;loc13;10010101;753,600
18/07/2024;loc13;10010101;267,200
18/07/2024;loc13;10010101;291,600
18/07/2024;loc14;10010101;195,900
18/07/2024;loc15;10010101;72,600
18/07/2024;loc15;10010101;445,400
18/07/2024;loc31;10010101;147,800
18/07/2024;loc16;10010101;200,000
18/07/2024;loc16;10010101;599,600
18/07/2024;loc17;10010101;866,800
18/07/2024;loc17;10010101;478,000
18/07/2024;loc18;10010101;607,800
18/07/2024;loc19;10010101;-3,800
18/07/2024;loc32;10010101;1.516,500
18/07/2024;loc32;10010101;1.437,900
18/07/2024;loc32;10010101;666,700
18/07/2024;loc32;10010101;1.255,000
18/07/2024;loc32;10010101;761,100
18/07/2024;loc32;10010101;1.085,900
18/07/2024;loc20;10010101;1.484,000
18/07/2024;loc20;10010101;1.271,900
18/07/2024;loc20;10010101;72,000
18/07/2024;loc20;10010101;1.320,000
18/07/2024;loc20;10010101;1.484,800
18/07/2024;loc20;10010101;1.465,000
18/07/2024;loc21;10010101;802,100
18/07/2024;loc21;10010101;754,900
18/07/2024;loc22;10010101;431,600
18/07/2024;loc23;10010101;289,200
18/07/2024;loc33;10010101;1.405,400
18/07/2024;loc33;10010101;1.360,000
18/07/2024;loc24;10010101;3.240,700
18/07/2024;loc26;10010101;348,100
18/07/2024;loc27;10010101;10.000,000
18/07/2024;loc27;10010101;1.100,000
18/07/2024;loc27;10010101;22.190,000
18/07/2024;loc27;10010101;2.220,000
18/07/2024;loc28;10010101;286,200
19/07/2024;loc01;10010101;162,200
19/07/2024;loc01;10010101;450,000
19/07/2024;loc02;10010101;428,200
19/07/2024;loc02;10010101;37,600
19/07/2024;loc03;10010101;612,300
19/07/2024;loc03;10010101;585,500
19/07/2024;loc29;10010101;180,000
19/07/2024;loc29;10010101;211,600
19/07/2024;loc04;10010101;1,000
19/07/2024;loc04;10010101;300,800
19/07/2024;loc05;10010101;-0,400
19/07/2024;loc05;10010101;500,200
19/07/2024;loc06;10010101;277,200
19/07/2024;loc06;10010101;328,000
19/07/2024;loc07;10010101;163,600
19/07/2024;loc08;10010101;307,800
19/07/2024;loc08;10010101;375,300
19/07/2024;loc30;10010101;1.468,000
19/07/2024;loc30;10010101;5,000
19/07/2024;loc30;10010101;-3,800
19/07/2024;loc09;10010101;1.017,400
19/07/2024;loc09;10010101;17,600
19/07/2024;loc10;10010101;3.381,800
19/07/2024;loc11;10010101;459,400
19/07/2024;loc11;10010101;289,200
19/07/2024;loc12;10010101;968,100
19/07/2024;loc13;10010101;149,800
19/07/2024;loc13;10010101;204,000
19/07/2024;loc14;10010101;23,000
19/07/2024;loc14;10010101;122,100
19/07/2024;loc15;10010101;0,600
19/07/2024;loc15;10010101;313,000
19/07/2024;loc15;10010101;200,000
19/07/2024;loc15;10010101;40,000
19/07/2024;loc31;10010101;60,000
19/07/2024;loc31;10010101;414,900
19/07/2024;loc31;10010101;30,000
19/07/2024;loc16;10010101;250,800
19/07/2024;loc16;10010101;1,000
19/07/2024;loc17;10010101;2,600
19/07/2024;loc17;10010101;433,000
19/07/2024;loc17;10010101;628,800
19/07/2024;loc18;10010101;367,400
19/07/2024;loc19;10010101;891,200
19/07/2024;loc32;10010101;1.334,800
19/07/2024;loc32;10010101;1.391,900
19/07/2024;loc32;10010101;1.660,800
19/07/2024;loc32;10010101;947,300
19/07/2024;loc32;10010101;1.655,300
19/07/2024;loc20;10010101;606,000
19/07/2024;loc20;10010101;650,000
19/07/2024;loc20;10010101;70,000
19/07/2024;loc20;10010101;751,400
19/07/2024;loc20;10010101;1.059,300
19/07/2024;loc20;10010101;468,100
19/07/2024;loc20;10010101;1.000,000
19/07/2024;loc20;10010101;30,000
19/07/2024;loc21;10010101;619,200
19/07/2024;loc22;10010101;457,200
19/07/2024;loc23;10010101;178,200
19/07/2024;loc33;10010101;1.804,300
19/07/2024;loc33;10010101;2.108,700
19/07/2024;loc24;10010101;182,700
19/07/2024;loc25;10010101;301,600
19/07/2024;loc25;10010101;27,800
19/07/2024;loc25;10010101;1,600
19/07/2024;loc25;10010101;4,000
19/07/2024;loc25;10010101;2,000
19/07/2024;loc25;10010101;6,000
19/07/2024;loc26;10010101;10,400
19/07/2024;loc26;10010101;121,400
19/07/2024;loc27;10010101;23.130,000
19/07/2024;loc27;10010101;3.100,000
19/07/2024;loc27;10010101;-2.890,000
19/07/2024;loc27;10010101;1.620,000
19/07/2024;loc28;10010101;742,800
20/07/2024;loc02;10010101;4,400
20/07/2024;loc30;10010101;-0,400
20/07/2024;loc11;10010101;4,200
20/07/2024;loc31;10010101;94,400
20/07/2024;loc31;10010101;103,200
20/07/2024;loc19;10010101;574,100
20/07/2024;loc20;10010101;55,600
20/07/2024;loc20;10010101;864,700
20/07/2024;loc20;10010101;121,800
20/07/2024;loc27;10010101;-1.500,000
20/07/2024;loc27;10010101;11.500,000
21/07/2024;loc27;10010101;15.270,000
22/07/2024;loc01;10010101;256,800
22/07/2024;loc01;10010101;275,000
22/07/2024;loc02;10010101;65,400
22/07/2024;loc03;10010101;1.165,100
22/07/2024;loc03;10010101;1.348,300
22/07/2024;loc29;10010101;34,200
22/07/2024;loc29;10010101;161,100
22/07/2024;loc04;10010101;1,000
22/07/2024;loc04;10010101;15,000
22/07/2024;loc04;10010101;170,800
22/07/2024;loc04;10010101;101,600
22/07/2024;loc05;10010101;919,700
22/07/2024;loc06;10010101;652,600
22/07/2024;loc07;10010101;34,800
22/07/2024;loc07;10010101;59,000
22/07/2024;loc08;10010101;288,300
22/07/2024;loc08;10010101;391,200
22/07/2024;loc30;10010101;4.050,100
22/07/2024;loc09;10010101;355,800
22/07/2024;loc09;10010101;1.693,600
22/07/2024;loc10;10010101;2.457,400
22/07/2024;loc11;10010101;127,000
22/07/2024;loc12;10010101;2.016,200
22/07/2024;loc13;10010101;162,300
22/07/2024;loc14;10010101;101,600
22/07/2024;loc15;10010101;122,700
22/07/2024;loc16;10010101;735,300
22/07/2024;loc17;10010101;764,200
22/07/2024;loc17;10010101;280,000
22/07/2024;loc17;10010101;700,000
22/07/2024;loc17;10010101;163,600
22/07/2024;loc18;10010101;355,900
22/07/2024;loc19;10010101;678,600
22/07/2024;loc20;10010101;40,000
22/07/2024;loc20;10010101;294,500
22/07/2024;loc20;10010101;263,800
22/07/2024;loc21;10010101;676,300
22/07/2024;loc22;10010101;1.200,000
22/07/2024;loc22;10010101;334,400
22/07/2024;loc22;10010101;20,000
22/07/2024;loc23;10010101;276,000
22/07/2024;loc33;10010101;971,400
22/07/2024;loc24;10010101;753,700
22/07/2024;loc25;10010101;429,800
22/07/2024;loc26;10010101;140,000
22/07/2024;loc26;10010101;488,300
22/07/2024;loc26;10010101;160,000
22/07/2024;loc27;10010101;28.800,000
22/07/2024;loc28;10010101;321,400
23/07/2024;loc01;10010101;127,200
23/07/2024;loc02;10010101;750,000
23/07/2024;loc02;10010101;43,000
23/07/2024;loc03;10010101;1.119,000
23/07/2024;loc03;10010101;1.622,500
23/07/2024;loc29;10010101;166,800
23/07/2024;loc29;10010101;166,800
23/07/2024;loc29;10010101;-166,800
23/07/2024;loc04;10010101;45,200
23/07/2024;loc04;10010101;66,600
23/07/2024;loc05;10010101;817,300
23/07/2024;loc06;10010101;40,400
23/07/2024;loc06;10010101;229,600
23/07/2024;loc06;10010101;97,200
23/07/2024;loc07;10010101;98,000
23/07/2024;loc08;10010101;282,900
23/07/2024;loc08;10010101;219,600
23/07/2024;loc30;10010101;-0,800
23/07/2024;loc30;10010101;3.200,300
23/07/2024;loc09;10010101;1.259,400
23/07/2024;loc09;10010101;57,000
23/07/2024;loc10;10010101;2.841,600
23/07/2024;loc11;10010101;230,300
23/07/2024;loc12;10010101;1.471,000
23/07/2024;loc13;10010101;180,900
23/07/2024;loc13;10010101;256,300
23/07/2024;loc14;10010101;183,500
23/07/2024;loc15;10010101;251,700
23/07/2024;loc31;10010101;201,200
23/07/2024;loc16;10010101;7,000
23/07/2024;loc16;10010101;757,800
23/07/2024;loc16;10010101;674,000
23/07/2024;loc17;10010101;806,000
23/07/2024;loc17;10010101;390,200
23/07/2024;loc17;10010101;363,000
23/07/2024;loc18;10010101;382,500
23/07/2024;loc19;10010101;780,500
23/07/2024;loc19;10010101;429,900
23/07/2024;loc19;10010101;480,000
